Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level
1999,June,NJ,475000,422000,53000,11.16%,Healthcare,Female,High School
1999,July,NJ,480000,427000,53000,11.04%,Technology,Male,Master's
1999,August,NJ,485000,432000,53000,10.93%,Technology,Female,Master's
1999,Oct,NJ,5845,5571,274,4.69%,Education,Male,High School
1999,Nov,NJ,5875,5600,275,4.68%,Healthcare,Female,Master's
1999,Dec,NJ,5901,5625,276,4.68%,Technology,Male,High School
2000,Jan,NJ,"5,000","4,700",300,6.00%,Finance,Female,High School
2000,Feb,NJ,"5,100","4,800",300,5.88%,Retail,Male,College
2000,Mar,NJ,"5,200","4,900",300,5.77%,Healthcare,Female,High School
2000,Apr,NJ,"5,300","5,000",300,5.66%,Education,Male,College
2000,May,NJ,"5,400","5,100",300,5.56%,Technology,Female,Graduate
2000,Jun,NJ,"5,500","5,200",300,5.45%,Manufacturing,Male,High School
2000,Jul,NJ,"5,600","5,300",300,5.36%,Healthcare,Female,College
2000,Aug,NJ,"5,700","5,400",300,5.26%,Finance,Male,Graduate
2000,Sep,NJ,"5,800","5,500",300,5.17%,Retail,Female,High School
2000,Oct,NJ,"5,900","5,600",300,5.08%,Education,Male,College
2000,Nov,NJ,"6,000","5,700",300,5.00%,Technology,Female,Graduate
2000,Dec,NJ,"6,100","5,800",300,4.92%,Manufacturing,Male,High School
2000,January,NJ,4061000,3853000,208000,5.12%,Retail Trade,Female,High School
2000,February,NJ,4070000,3871000,199000,4.89%,Retail Trade,Male,High School
2000,March,NJ,4080000,3889000,191000,4.68%,Retail Trade,Female,High School
2000,April,NJ,4089000,3907000,182000,4.45%,Retail Trade,Male,High School
2000,May,NJ,4098000,3925000,173000,4.22%,Retail Trade,Female,High School
2000,June,NJ,4107000,3942000,165000,4.02%,Retail Trade,Male,High School
2000,July,NJ,4115000,3958000,157000,3.82%,Retail Trade,Female,High School
2000,August,NJ,4123000,3974000,149000,3.61%,Retail Trade,Male,High School
2000,September,NJ,4130000,3990000,140000,3.39%,Retail Trade,Female,High School
2000,October,NJ,4136000,4004000,132000,3.19%,Retail Trade,Male,High School
2000,November,NJ,4141000,4018000,123000,2.97%,Retail Trade,Female,High School
2000,December,NJ,4146000,4031000,115000,2.77%,Retail Trade,Male,High School
2001,January,NJ,"40,32,536","38,02,536",230000,5.70%,Technology,Female,Bachelor's
2001,February,NJ,"40,40,680","38,08,680",232000,5.74%,Healthcare,Male,High School
2001,March,NJ,"40,56,902","38,20,902",236000,5.82%,Education,Female,Master's
2001,April,NJ,"40,69,349","38,30,349",239000,5.87%,Finance,Male,Bachelor's
2001,May,NJ,"40,87,511","38,49,511",238000,5.82%,Technology,Female,High School
2001,June,NJ,"41,00,255","38,66,255",234000,5.71%,Healthcare,Male,Bachelor's
2001,July,NJ,"41,11,827","38,77,827",234000,5.69%,Education,Female,High School
2001,August,NJ,"41,28,329","38,92,329",236000,5.72%,Finance,Male,Master's
2001,September,NJ,"41,45,215","39,08,215",237000,5.72%,Technology,Female,Bachelor's
2001,October,NJ,"41,58,491","39,18,491",240000,5.77%,Healthcare,Male,High School
2001,November,NJ,"41,72,381","39,29,381",243000,5.82%,Education,Female,Master's
2001,December,NJ,"41,89,542","39,46,542",243000,5.80%,Finance,Male,Bachelor's
2001,Jan,NJ,"40,19,398","37,38,191",281207,7.00%,Finance,Female,Some College
2001,Feb,NJ,"40,17,271","37,35,572",281699,7.01%,Education,Male,Bachelor's
2001,Mar,NJ,"40,19,396","37,40,556",278840,6.94%,Healthcare,Female,High School
2001,Apr,NJ,"40,23,843","37,45,658",278185,6.91%,Technology,Male,Master's
2001,May,NJ,"40,23,579","37,48,662",274917,6.83%,Retail,Female,Some College
2001,Jun,NJ,"40,24,097","37,52,513",271584,6.75%,Manufacturing,Male,Bachelor's
2001,Jul,NJ,"40,24,236","37,52,561",271675,6.75%,Healthcare,Female,High School
2001,Aug,NJ,"40,23,100","37,51,125",271975,6.76%,Education,Male,Master's
2001,Sep,NJ,"40,20,923","37,48,776",272147,6.77%,Finance,Female,Some College
2001,Oct,NJ,"40,18,240","37,45,253",272987,6.79%,Technology,Male,Bachelor's
2001,Nov,NJ,"40,17,021","37,44,076",272945,6.79%,Retail,Female,High School
2001,Dec,NJ,"40,17,575","37,44,822",272753,6.79%,Manufacturing,Male,Some College
2002,Jan,NJ,100000,94000,6000,6.00%,Finance,Female,High School
2002,Feb,NJ,99000,92000,7000,7.07%,Retail,Male,Bachelor's
2002,Mar,NJ,98000,91000,7000,7.14%,Healthcare,Female,Master's
2002,Apr,NJ,97000,91000,6000,6.19%,Manufacturing,Male,High School
2002,May,NJ,96000,90000,6000,6.25%,Technology,Female,Bachelor's
2002,Jun,NJ,95000,89000,6000,6.32%,Finance,Male,Master's
2002,Jul,NJ,94000,88000,6000,6.38%,Retail,Female,High School
2002,Aug,NJ,93000,87000,6000,6.45%,Healthcare,Male,Bachelor's
2002,Sep,NJ,92000,86000,6000,6.52%,Manufacturing,Female,Master's
2002,Oct,NJ,91000,85000,6000,6.59%,Technology,Male,High School
2002,Nov,NJ,90000,84000,6000,6.67%,Finance,Female,Bachelor's
2002,Dec,NJ,89000,83000,6000,6.74%,Retail,Male,Master's
2002,January,NJ,4882842,4600112,282730,5.79%,Manufacturing,Female,High School
2002,February,NJ,4885986,4610273,275713,5.64%,Construction,Male,Some College
2002,March,NJ,4888515,4613335,275180,5.63%,Retail,Female,Bachelor's
2002,April,NJ,4891329,4620168,271161,5.54%,Information,Male,Master's
2002,May,NJ,4894215,4627225,266990,5.46%,Education,Female,High School
2002,June,NJ,4897422,4634769,262653,5.36%,Finance,Male,Some College
2002,July,NJ,4900889,4642724,258165,5.27%,Healthcare,Female,Bachelor's
2002,August,NJ,4904686,4650797,253889,5.18%,Manufacturing,Male,Master's
2002,September,NJ,4908906,4660495,248411,5.06%,Construction,Female,High School
2002,October,NJ,4913244,4670674,242570,4.94%,Retail,Male,Some College
2002,November,NJ,4917817,4680886,236931,4.82%,Information,Female,Bachelor's
2002,December,NJ,4922362,4691822,230540,4.68%,Education,Male,Master's
2003,January,NJ,410638,384023,26615,6.48%,Manufacturing,Female,Graduate
2003,February,NJ,413509,386013,27496,6.65%,Manufacturing,Male,Some college
2003,March,NJ,418721,390099,28622,6.84%,Manufacturing,Female,Some college
2003,April,NJ,421495,393278,28217,6.69%,Manufacturing,Male,Some college
2003,May,NJ,423826,394256,29570,6.98%,Manufacturing,Female,Some college
2003,June,NJ,426372,396621,29751,6.98%,Manufacturing,Male,Graduate
2003,July,NJ,430037,399066,30971,7.20%,Manufacturing,Female,Some college
2003,August,NJ,432883,401688,31195,7.21%,Manufacturing,Male,Some college
2003,September,NJ,435329,404209,31120,7.15%,Manufacturing,Female,Some college
2003,October,NJ,438192,406936,31256,7.13%,Manufacturing,Male,Graduate
2003,November,NJ,442401,410034,32367,7.32%,Manufacturing,Female,Some college
2003,December,NJ,446566,413619,32947,7.38%,Manufacturing,Male,Graduate
